iso,em,sector,X1990,X2000,X2010,X2020,X2030,X2040,X2050
abw,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
afg,BC,1B2c_Venting-flaring-oil-gas,0,0,0.001508052,0.001760386,0.002265968,0.002267208,0.002270583
ago,BC,1B2c_Venting-flaring-oil-gas,1.511761468,1.890118754,2.023808959,1.76126089,1.398417743,1.409821656,1.387564721
aia,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
alb,BC,1B2c_Venting-flaring-oil-gas,0.053833302,0.009813446,0.009619488,0.009526161,0.009666884,0.008654807,0.007745705
and,BC,1B2c_Venting-flaring-oil-gas,5.07E-06,4.08E-06,1.44E-06,9.54E-07,7.74E-07,5.79E-07,3.92E-07
are,BC,1B2c_Venting-flaring-oil-gas,4.489191099,3.886304253,4.798819145,4.723777736,4.668745153,5.270122416,5.686960634
arg,BC,1B2c_Venting-flaring-oil-gas,2.392477827,2.392477827,1.331068025,0.97905583,0.753571621,0.813637869,0.777690247
arm,BC,1B2c_Venting-flaring-oil-gas,0.000585114,0.000181118,0.00031706,0.000323595,0.000109091,0.000122439,0.000132208
asm,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
atg,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
aus,BC,1B2c_Venting-flaring-oil-gas,0.4058973,0.277320089,0.144111966,0.110950395,0.084660592,0.107960284,0.092815809
aut,BC,1B2c_Venting-flaring-oil-gas,0.006743606,0.007009526,0.005871901,0.00525535,0.005213254,0.003900507,0.002644149
aze,BC,1B2c_Venting-flaring-oil-gas,0.029185445,0.017737809,0.086588725,0.093661372,0.081934362,0.096757134,0.108449129
bdi,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
bel,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
ben,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
bes,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
bfa,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
bgd,BC,1B2c_Venting-flaring-oil-gas,0.00479375,0.008066747,0.00535016,0.005420952,0.005248724,0.004772443,0.00468588
bgr,BC,1B2c_Venting-flaring-oil-gas,0.003840438,0.001223796,0.000938667,0.000836676,0.001053906,0.000897407,0.000773875
bhr,BC,1B2c_Venting-flaring-oil-gas,0.018603316,0.016104939,0.019886422,0.019575449,0.019347393,0.021839514,0.023566902
bhs,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
bih,BC,1B2c_Venting-flaring-oil-gas,0.006152183,0.002785717,0.002087716,0.001636574,0.001854564,0.001660466,0.00148601
blr,BC,1B2c_Venting-flaring-oil-gas,0.29088186,0.273949182,0.257290466,0.25469424,0.109101059,0.097662107,0.087387387
blz,BC,1B2c_Venting-flaring-oil-gas,6.26E-06,1.49E-05,3.59E-05,3.19E-05,2.84E-05,3.09E-05,3.24E-05
bmu,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
bol,BC,1B2c_Venting-flaring-oil-gas,0.113538804,0.156217804,0.159689758,0.245034339,0.211532292,0.229968566,0.241242142
bra,BC,1B2c_Venting-flaring-oil-gas,0.147978887,0.147978887,0.306460626,0.337077796,0.239842079,0.352928139,0.556150733
brb,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
brn,BC,1B2c_Venting-flaring-oil-gas,0.059546211,0.034786006,0.097961126,0.057525927,0.099048909,0.104218102,0.089989982
btn,BC,1B2c_Venting-flaring-oil-gas,0.006070046,0.010228043,0.005731884,0.005705573,0.004949648,0.002859053,0.002479045
bwa,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
caf,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
can,BC,1B2c_Venting-flaring-oil-gas,0.320785727,0.411219934,0.35172026,0.24646651,0.390651274,0.493193265,0.532045627
che,BC,1B2c_Venting-flaring-oil-gas,0.000181776,0.000194927,0.000181613,0.000213684,0.000182435,0.000151656,0.000102673
chl,BC,1B2c_Venting-flaring-oil-gas,0.420823276,0.420823276,0.345989953,0.172540796,0.077132212,0.080139633,0.089288745
chn,BC,1B2c_Venting-flaring-oil-gas,2.265925334,2.396428628,3.04151277,3.59145518,2.563710955,2.605548663,2.669660403
civ,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
cmr,BC,1B2c_Venting-flaring-oil-gas,0.582294017,0.728028108,0.779522347,0.67839517,0.53863675,0.543029263,0.534456429
cod,BC,1B2c_Venting-flaring-oil-gas,0.131484705,0.164392142,0.176019781,0.153184793,0.12162669,0.12261854,0.120682754
cog,BC,1B2c_Venting-flaring-oil-gas,1.230974013,1.539056998,1.647916214,1.434132587,1.138682217,1.147968021,1.129844985
cok,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
col,BC,1B2c_Venting-flaring-oil-gas,0.357889997,0.476097612,0.552934761,0.442822676,0.632776685,0.687928865,0.721661528
com,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
cpv,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
cri,BC,1B2c_Venting-flaring-oil-gas,0.000311617,0.000740289,0.001787462,0.001588148,0.001044531,0.001135573,0.001191249
cub,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
cuw,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
cym,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
cyp,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
cze,BC,1B2c_Venting-flaring-oil-gas,0.002761029,0.002109601,0.002430054,0.003402274,0.002478935,0.001852397,0.001256115
deu,BC,1B2c_Venting-flaring-oil-gas,0.001434858,0.001465949,0.001304929,0.00124854,0.001167628,0.000872576,0.000591517
dji,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
dma,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
dnk,BC,1B2c_Venting-flaring-oil-gas,1.22E-06,1.85E-06,0,0,0,0,0
dom,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
dza,BC,1B2c_Venting-flaring-oil-gas,13.1847313,15.53134524,11.90933841,10.19300115,9.231645826,9.15146485,9.344162162
ecu,BC,1B2c_Venting-flaring-oil-gas,0.671397363,0.918102764,0.947986598,1.19934667,1.141770974,1.2412862,1.302152698
egy,BC,1B2c_Venting-flaring-oil-gas,1.481656632,1.63755836,1.38173272,1.234741803,1.107616918,1.0979941,1.121109107
eri,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
esp,BC,1B2c_Venting-flaring-oil-gas,0.039497733,0.031754686,0.011247993,0.007431234,0.006029058,0.004505512,0.003053999
est,BC,1B2c_Venting-flaring-oil-gas,0.243608394,0.248077536,0.208801115,0.354159946,0.442142377,0.797670823,1.102027056
eth,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
fin,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
fji,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
flk,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
fra,BC,1B2c_Venting-flaring-oil-gas,0.026415292,0.021604259,0.012508973,0.009309803,0.007871577,0.006659408,0.004508015
fro,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
fsm,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
gab,BC,1B2c_Venting-flaring-oil-gas,2.433849972,3.042983679,3.258217305,2.835529849,2.251373021,2.269732673,2.233900273
gbr,BC,1B2c_Venting-flaring-oil-gas,0.026681967,0.041377638,0.0244721,0.020181598,0.012133442,0.010269429,0.006951167
geo,BC,1B2c_Venting-flaring-oil-gas,0.013358599,0.003636228,0.007088289,0.007344025,0.002099416,0.002467437,0.002755901
ggy,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
gha,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
gib,BC,1B2c_Venting-flaring-oil-gas,4.04E-06,3.25E-06,1.15E-06,7.60E-07,6.16E-07,4.61E-07,3.12E-07
gin,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
global,BC,1B2c_Venting-flaring-oil-gas,274.960456,233.226747,247.639026,271.248149,208.88206,218.605915,222.149656
glp,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
gmb,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
gnb,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
gnq,BC,1B2c_Venting-flaring-oil-gas,4.394389027,5.494198182,5.882808941,5.119634077,4.064921426,4.098070329,4.033373858
grc,BC,1B2c_Venting-flaring-oil-gas,0.031322785,0.006275524,0.005924169,0.005751985,0.005765111,0.005149396,0.004588283
grd,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
grl,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
gtm,BC,1B2c_Venting-flaring-oil-gas,0.00901829,0.021424169,0.051729626,0.045961399,0.029738258,0.032330262,0.033915369
guf,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
gum,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
guy,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
hkg,BC,1B2c_Venting-flaring-oil-gas,0.159820307,0.159820307,0.189644812,0.240562199,0.188320099,0.188320099,0.188320099
hnd,BC,1B2c_Venting-flaring-oil-gas,0.004099265,0.00973836,0.023513711,0.020891763,0.013415074,0.01458434,0.015299389
hrv,BC,1B2c_Venting-flaring-oil-gas,0.022431537,0.013251234,0.010174345,0.008219711,0.007385554,0.006610802,0.005914011
hti,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
hun,BC,1B2c_Venting-flaring-oil-gas,0.023028491,0.018262362,0.014088882,0.019108058,0.005111736,0.004124292,0.003195426
idn,BC,1B2c_Venting-flaring-oil-gas,5.878987396,6.948754449,6.177194309,4.127657917,3.182895184,2.865045565,2.647924809
imn,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
ind,BC,1B2c_Venting-flaring-oil-gas,0.44967629,0.594609397,0.41669783,0.373136696,0.373195988,0.333824858,0.303772757
irl,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
irn,BC,1B2c_Venting-flaring-oil-gas,8.089033764,7.008058954,8.657871657,8.533049072,8.426729207,9.512926418,10.26614424
irq,BC,1B2c_Venting-flaring-oil-gas,4.674230108,4.046512002,4.996509373,4.918341196,4.86106418,5.48716792,5.92113666
isl,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
isr,BC,1B2c_Venting-flaring-oil-gas,0.01245764,0.006231853,0.004981573,0.006654455,0.008109632,0.007440345,0.006665239
ita,BC,1B2c_Venting-flaring-oil-gas,0.04107325,0.044324095,0.042215785,0.05204319,0.043378272,0.036671867,0.024822725
jam,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
jey,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
jor,BC,1B2c_Venting-flaring-oil-gas,0.000324495,0.000162327,0.000129759,0.000173334,0.000211239,0.000193805,0.000173615
jpn,BC,1B2c_Venting-flaring-oil-gas,0.001769978,0.001791978,0.001245985,0.001179985,0.000940988,0.00162798,0.001121986
kaz,BC,1B2c_Venting-flaring-oil-gas,4.866321508,3.816990475,6.388621427,9.507073889,5.807884686,6.833053078,7.636031581
ken,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
kgz,BC,1B2c_Venting-flaring-oil-gas,0.016048667,0.009039923,0.009328766,0.009752063,0.002740537,0.003236161,0.003627467
khm,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
kir,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
kna,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
kor,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
kwt,BC,1B2c_Venting-flaring-oil-gas,0.894057604,0.773987962,0.955722457,0.940777372,0.929817202,1.049586199,1.132602798
lao,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
lbn,BC,1B2c_Venting-flaring-oil-gas,0.000114854,5.75E-05,4.59E-05,6.14E-05,7.48E-05,6.86E-05,6.15E-05
lbr,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
lby,BC,1B2c_Venting-flaring-oil-gas,6.657243631,7.842097564,6.013271375,5.146657176,4.661248985,4.620763951,4.718060811
lca,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
lie,BC,1B2c_Venting-flaring-oil-gas,1.93E-05,2.02E-05,1.69E-05,1.50E-05,1.50E-05,1.12E-05,7.58E-06
lka,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
lso,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
ltu,BC,1B2c_Venting-flaring-oil-gas,0.002971121,0.003762365,0.004525575,0.003969596,0.001741809,0.001476186,0.001268619
lux,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
lva,BC,1B2c_Venting-flaring-oil-gas,0.004109117,0.004162317,0.003540625,0.005773856,0.006947811,0.012410889,0.017087159
mac,BC,1B2c_Venting-flaring-oil-gas,0.00036584,0.00036584,0.00043411,0.000550664,0.000431078,0.000431078,0.000431078
mar,BC,1B2c_Venting-flaring-oil-gas,1.78E-06,1.43E-06,5.07E-07,3.35E-07,2.72E-07,2.03E-07,1.38E-07
mco,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
mda,BC,1B2c_Venting-flaring-oil-gas,0.004054323,0.002965441,0.002547573,0.003177457,0.001553338,0.001390762,0.001244677
mdg,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
mdv,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
mex,BC,1B2c_Venting-flaring-oil-gas,0.15032141,0.15072875,0.250726688,0.130002901,0.344915232,0.315370505,0.291165151
mhl,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
mkd,BC,1B2c_Venting-flaring-oil-gas,0.040983215,0.009678363,0.008285514,0.007406994,0.008709594,0.007797497,0.006978219
mli,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
mlt,BC,1B2c_Venting-flaring-oil-gas,0,0,0,0,0,0,0
mmr,BC,1B2c_Venting-flaring-oil-gas,0.000141352,0.000241059,0.000134748,0.000138514,0.000127119,9.56E-05,8.99E-05
