Data_provider,Substance,Year,Country,Sector,Annual
EDGAR,CO,2005,SAU,HTAPv3_2.1_Domestic_Aviation,2063.987062
EDGAR,CO,2006,SAU,HTAPv3_2.1_Domestic_Aviation,2053.204061
EDGAR,CO,2007,SAU,HTAPv3_2.1_Domestic_Aviation,2121.456063
EDGAR,CO,2008,SAU,HTAPv3_2.1_Domestic_Aviation,2275.735068
EDGAR,CO,2009,SAU,HTAPv3_2.1_Domestic_Aviation,2236.303067
EDGAR,CO,2010,SAU,HTAPv3_2.1_Domestic_Aviation,2336.82507
EDGAR,CO,2011,SAU,HTAPv3_2.1_Domestic_Aviation,2405.002072
EDGAR,CO,2012,SAU,HTAPv3_2.1_Domestic_Aviation,2491.116074
EDGAR,CO,2013,SAU,HTAPv3_2.1_Domestic_Aviation,2570.143077
EDGAR,CO,2014,SAU,HTAPv3_2.1_Domestic_Aviation,2746.008082
EDGAR,CO,2015,SAU,HTAPv3_2.1_Domestic_Aviation,3155.181094
EDGAR,CO,2016,SAU,HTAPv3_2.1_Domestic_Aviation,2832.122084
EDGAR,CO,2017,SAU,HTAPv3_2.1_Domestic_Aviation,3520.490105
EDGAR,CO,2018,SAU,HTAPv3_2.1_Domestic_Aviation,3243.413097
EDGAR,CO,2000,SYR,HTAPv3_2.1_Domestic_Aviation,865.1120258
EDGAR,CO,2001,SYR,HTAPv3_2.1_Domestic_Aviation,610.2230182
EDGAR,CO,2002,SYR,HTAPv3_2.1_Domestic_Aviation,699.9610209
EDGAR,CO,2003,SYR,HTAPv3_2.1_Domestic_Aviation,480.9680143
EDGAR,CO,2004,SYR,HTAPv3_2.1_Domestic_Aviation,854.3300255
EDGAR,CO,2005,SYR,HTAPv3_2.1_Domestic_Aviation,714.2870213
EDGAR,CO,2006,SYR,HTAPv3_2.1_Domestic_Aviation,714.2870213
EDGAR,CO,2007,SYR,HTAPv3_2.1_Domestic_Aviation,714.2870213
EDGAR,CO,2008,SYR,HTAPv3_2.1_Domestic_Aviation,976.3410291
EDGAR,CO,2009,SYR,HTAPv3_2.1_Domestic_Aviation,642.4960191
EDGAR,CO,2010,SYR,HTAPv3_2.1_Domestic_Aviation,976.3410291
EDGAR,CO,2011,SYR,HTAPv3_2.1_Domestic_Aviation,484.5890144
EDGAR,CO,2012,SYR,HTAPv3_2.1_Domestic_Aviation,409.1757122
EDGAR,CO,2013,SYR,HTAPv3_2.1_Domestic_Aviation,251.2685075
EDGAR,CO,2014,SYR,HTAPv3_2.1_Domestic_Aviation,233.320407
EDGAR,CO,2015,SYR,HTAPv3_2.1_Domestic_Aviation,229.6987068
EDGAR,CO,2016,SYR,HTAPv3_2.1_Domestic_Aviation,211.7514063
EDGAR,CO,2017,SYR,HTAPv3_2.1_Domestic_Aviation,204.4270061
EDGAR,CO,2018,SYR,HTAPv3_2.1_Domestic_Aviation,194.7467058
EDGAR,CO,2000,ARE,HTAPv3_3_Energy,35471.13202
EDGAR,CO,2001,ARE,HTAPv3_3_Energy,39446.83246
EDGAR,CO,2002,ARE,HTAPv3_3_Energy,45047.88549
EDGAR,CO,2003,ARE,HTAPv3_3_Energy,50959.49427
EDGAR,CO,2004,ARE,HTAPv3_3_Energy,61785.73508
EDGAR,CO,2005,ARE,HTAPv3_3_Energy,65990.6952
EDGAR,CO,2006,ARE,HTAPv3_3_Energy,70589.12771
EDGAR,CO,2007,ARE,HTAPv3_3_Energy,70629.089
EDGAR,CO,2008,ARE,HTAPv3_3_Energy,85236.72108
EDGAR,CO,2009,ARE,HTAPv3_3_Energy,73704.31916
EDGAR,CO,2010,ARE,HTAPv3_3_Energy,75334.76514
EDGAR,CO,2011,ARE,HTAPv3_3_Energy,76429.69019
EDGAR,CO,2012,ARE,HTAPv3_3_Energy,84554.62839
EDGAR,CO,2013,ARE,HTAPv3_3_Energy,84707.83232
EDGAR,CO,2014,ARE,HTAPv3_3_Energy,91009.0428
EDGAR,CO,2015,ARE,HTAPv3_3_Energy,92968.35172
EDGAR,CO,2016,ARE,HTAPv3_3_Energy,110285.4867
EDGAR,CO,2017,ARE,HTAPv3_3_Energy,114168.6141
EDGAR,CO,2018,ARE,HTAPv3_3_Energy,111715.41
EDGAR,CO,2000,BHR,HTAPv3_3_Energy,16078.015
EDGAR,CO,2001,BHR,HTAPv3_3_Energy,16761.619
EDGAR,CO,2002,BHR,HTAPv3_3_Energy,17615.504
EDGAR,CO,2003,BHR,HTAPv3_3_Energy,18518.132
EDGAR,CO,2004,BHR,HTAPv3_3_Energy,17993.502
EDGAR,CO,2005,BHR,HTAPv3_3_Energy,21077.74938
EDGAR,CO,2006,BHR,HTAPv3_3_Energy,22988.72362
EDGAR,CO,2007,BHR,HTAPv3_3_Energy,22755.83556
EDGAR,CO,2008,BHR,HTAPv3_3_Energy,24455.50081
EDGAR,CO,2009,BHR,HTAPv3_3_Energy,24765.26623
EDGAR,CO,2010,BHR,HTAPv3_3_Energy,25015.418
EDGAR,CO,2011,BHR,HTAPv3_3_Energy,25551.321
EDGAR,CO,2012,BHR,HTAPv3_3_Energy,26161.781
EDGAR,CO,2013,BHR,HTAPv3_3_Energy,27397.28645
EDGAR,CO,2014,BHR,HTAPv3_3_Energy,28583.54947
EDGAR,CO,2015,BHR,HTAPv3_3_Energy,28432.62843
EDGAR,CO,2016,BHR,HTAPv3_3_Energy,27948.99995
EDGAR,CO,2017,BHR,HTAPv3_3_Energy,28365.64759
EDGAR,CO,2018,BHR,HTAPv3_3_Energy,28600.0906
EDGAR,CO,2000,IRN,HTAPv3_3_Energy,60404.72162
EDGAR,CO,2001,IRN,HTAPv3_3_Energy,66867.38743
EDGAR,CO,2002,IRN,HTAPv3_3_Energy,72423.62426
EDGAR,CO,2003,IRN,HTAPv3_3_Energy,77483.61965
EDGAR,CO,2004,IRN,HTAPv3_3_Energy,87481.97987
EDGAR,CO,2005,IRN,HTAPv3_3_Energy,92565.26561
EDGAR,CO,2006,IRN,HTAPv3_3_Energy,96976.0582
EDGAR,CO,2007,IRN,HTAPv3_3_Energy,101843.9724
EDGAR,CO,2008,IRN,HTAPv3_3_Energy,116963.3557
EDGAR,CO,2009,IRN,HTAPv3_3_Energy,118624.3826
EDGAR,CO,2010,IRN,HTAPv3_3_Energy,122383.6752
EDGAR,CO,2011,IRN,HTAPv3_3_Energy,116774.5849
EDGAR,CO,2012,IRN,HTAPv3_3_Energy,121848.2868
EDGAR,CO,2013,IRN,HTAPv3_3_Energy,118240.0201
EDGAR,CO,2014,IRN,HTAPv3_3_Energy,139612.4487
EDGAR,CO,2015,IRN,HTAPv3_3_Energy,151448.0523
EDGAR,CO,2016,IRN,HTAPv3_3_Energy,156096.752
EDGAR,CO,2017,IRN,HTAPv3_3_Energy,171783.3757
EDGAR,CO,2018,IRN,HTAPv3_3_Energy,173204.2065
EDGAR,CO,2000,IRQ,HTAPv3_3_Energy,9680.833081
EDGAR,CO,2001,IRQ,HTAPv3_3_Energy,11999.1383
EDGAR,CO,2002,IRQ,HTAPv3_3_Energy,9954.2163
EDGAR,CO,2003,IRQ,HTAPv3_3_Energy,11155.1724
EDGAR,CO,2004,IRQ,HTAPv3_3_Energy,25069.16707
EDGAR,CO,2005,IRQ,HTAPv3_3_Energy,22211.3528
EDGAR,CO,2006,IRQ,HTAPv3_3_Energy,20274.17023
EDGAR,CO,2007,IRQ,HTAPv3_3_Energy,14536.43574
EDGAR,CO,2008,IRQ,HTAPv3_3_Energy,23255.59967
EDGAR,CO,2009,IRQ,HTAPv3_3_Energy,43784.554
EDGAR,CO,2010,IRQ,HTAPv3_3_Energy,50884.64412
EDGAR,CO,2011,IRQ,HTAPv3_3_Energy,50172.57017
EDGAR,CO,2012,IRQ,HTAPv3_3_Energy,56355.73264
EDGAR,CO,2013,IRQ,HTAPv3_3_Energy,66353.538
EDGAR,CO,2014,IRQ,HTAPv3_3_Energy,77338.265
EDGAR,CO,2015,IRQ,HTAPv3_3_Energy,76270.28973
EDGAR,CO,2016,IRQ,HTAPv3_3_Energy,81757.78946
EDGAR,CO,2017,IRQ,HTAPv3_3_Energy,77065.27926
EDGAR,CO,2018,IRQ,HTAPv3_3_Energy,85853.79832
EDGAR,CO,2000,ISR,HTAPv3_3_Energy,4893.916184
EDGAR,CO,2001,ISR,HTAPv3_3_Energy,6393.544836
EDGAR,CO,2002,ISR,HTAPv3_3_Energy,6827.016171
EDGAR,CO,2003,ISR,HTAPv3_3_Energy,6977.343782
EDGAR,CO,2004,ISR,HTAPv3_3_Energy,7683.88473
EDGAR,CO,2005,ISR,HTAPv3_3_Energy,8132.273966
EDGAR,CO,2006,ISR,HTAPv3_3_Energy,8941.81343
EDGAR,CO,2007,ISR,HTAPv3_3_Energy,9713.77566
EDGAR,CO,2008,ISR,HTAPv3_3_Energy,14334.3355
EDGAR,CO,2009,ISR,HTAPv3_3_Energy,15363.1166
EDGAR,CO,2010,ISR,HTAPv3_3_Energy,17550.58917
EDGAR,CO,2011,ISR,HTAPv3_3_Energy,22488.34929
EDGAR,CO,2012,ISR,HTAPv3_3_Energy,17412.36872
EDGAR,CO,2013,ISR,HTAPv3_3_Energy,21595.33346
EDGAR,CO,2014,ISR,HTAPv3_3_Energy,27177.10299
EDGAR,CO,2015,ISR,HTAPv3_3_Energy,27062.87002
EDGAR,CO,2016,ISR,HTAPv3_3_Energy,29522.2821
EDGAR,CO,2017,ISR,HTAPv3_3_Energy,30816.30345
EDGAR,CO,2018,ISR,HTAPv3_3_Energy,28375.96133
EDGAR,CO,2000,JOR,HTAPv3_3_Energy,5899.590536
EDGAR,CO,2001,JOR,HTAPv3_3_Energy,5467.347583
EDGAR,CO,2002,JOR,HTAPv3_3_Energy,6337.201393
EDGAR,CO,2003,JOR,HTAPv3_3_Energy,5740.692544
EDGAR,CO,2004,JOR,HTAPv3_3_Energy,6117.717886
EDGAR,CO,2005,JOR,HTAPv3_3_Energy,6304.263275
EDGAR,CO,2006,JOR,HTAPv3_3_Energy,6518.420641
EDGAR,CO,2007,JOR,HTAPv3_3_Energy,6868.883728
EDGAR,CO,2008,JOR,HTAPv3_3_Energy,7169.912921
EDGAR,CO,2009,JOR,HTAPv3_3_Energy,7042.90732
EDGAR,CO,2010,JOR,HTAPv3_3_Energy,7480.3909
EDGAR,CO,2011,JOR,HTAPv3_3_Energy,8987.950164
EDGAR,CO,2012,JOR,HTAPv3_3_Energy,10383.49107
EDGAR,CO,2013,JOR,HTAPv3_3_Energy,10892.50146
EDGAR,CO,2014,JOR,HTAPv3_3_Energy,12050.44465
EDGAR,CO,2015,JOR,HTAPv3_3_Energy,10587.43171
EDGAR,CO,2016,JOR,HTAPv3_3_Energy,8677.302671
EDGAR,CO,2017,JOR,HTAPv3_3_Energy,9410.192762
EDGAR,CO,2018,JOR,HTAPv3_3_Energy,9188.6759
EDGAR,CO,2000,KWT,HTAPv3_3_Energy,10728.60507
EDGAR,CO,2001,KWT,HTAPv3_3_Energy,11997.13405
EDGAR,CO,2002,KWT,HTAPv3_3_Energy,11970.4778
EDGAR,CO,2003,KWT,HTAPv3_3_Energy,11486.67607
EDGAR,CO,2004,KWT,HTAPv3_3_Energy,12419.15633
EDGAR,CO,2005,KWT,HTAPv3_3_Energy,14096.83958
EDGAR,CO,2006,KWT,HTAPv3_3_Energy,15718.35216
EDGAR,CO,2007,KWT,HTAPv3_3_Energy,16129.07239
EDGAR,CO,2008,KWT,HTAPv3_3_Energy,17168.48124
EDGAR,CO,2009,KWT,HTAPv3_3_Energy,19444.51263
EDGAR,CO,2010,KWT,HTAPv3_3_Energy,19953.78625
EDGAR,CO,2011,KWT,HTAPv3_3_Energy,20154.3868
EDGAR,CO,2012,KWT,HTAPv3_3_Energy,19079.48679
EDGAR,CO,2013,KWT,HTAPv3_3_Energy,22146.96705
EDGAR,CO,2014,KWT,HTAPv3_3_Energy,20007.01205
EDGAR,CO,2015,KWT,HTAPv3_3_Energy,22554.48077
EDGAR,CO,2016,KWT,HTAPv3_3_Energy,22432.18879
EDGAR,CO,2017,KWT,HTAPv3_3_Energy,21285.20515
EDGAR,CO,2018,KWT,HTAPv3_3_Energy,21237.18697
EDGAR,CO,2000,LBN,HTAPv3_3_Energy,13651.97976
EDGAR,CO,2001,LBN,HTAPv3_3_Energy,14202.73617
EDGAR,CO,2002,LBN,HTAPv3_3_Energy,14802.83706
EDGAR,CO,2003,LBN,HTAPv3_3_Energy,15238.03117
EDGAR,CO,2004,LBN,HTAPv3_3_Energy,15919.05648
EDGAR,CO,2005,LBN,HTAPv3_3_Energy,16321.82487
EDGAR,CO,2006,LBN,HTAPv3_3_Energy,16710.27455
EDGAR,CO,2007,LBN,HTAPv3_3_Energy,18115.04368
EDGAR,CO,2008,LBN,HTAPv3_3_Energy,19938.53546
EDGAR,CO,2009,LBN,HTAPv3_3_Energy,21977.9994
EDGAR,CO,2010,LBN,HTAPv3_3_Energy,33198.49934
EDGAR,CO,2011,LBN,HTAPv3_3_Energy,34334.88393
EDGAR,CO,2012,LBN,HTAPv3_3_Energy,34425.3248
EDGAR,CO,2013,LBN,HTAPv3_3_Energy,43231.2649
EDGAR,CO,2014,LBN,HTAPv3_3_Energy,45720.72414
EDGAR,CO,2015,LBN,HTAPv3_3_Energy,52139.40984
EDGAR,CO,2016,LBN,HTAPv3_3_Energy,51694.93104
EDGAR,CO,2017,LBN,HTAPv3_3_Energy,54830.21898
EDGAR,CO,2018,LBN,HTAPv3_3_Energy,51564.99186
EDGAR,CO,2000,OMN,HTAPv3_3_Energy,10317.4749
EDGAR,CO,2001,OMN,HTAPv3_3_Energy,11373.6006
EDGAR,CO,2002,OMN,HTAPv3_3_Energy,12231.4303
EDGAR,CO,2003,OMN,HTAPv3_3_Energy,13061.1485
EDGAR,CO,2004,OMN,HTAPv3_3_Energy,14530.92057
EDGAR,CO,2005,OMN,HTAPv3_3_Energy,12497.14271
EDGAR,CO,2006,OMN,HTAPv3_3_Energy,13516.04234
EDGAR,CO,2007,OMN,HTAPv3_3_Energy,14176.63511
EDGAR,CO,2008,OMN,HTAPv3_3_Energy,15122.11578
EDGAR,CO,2009,OMN,HTAPv3_3_Energy,16924.74304
EDGAR,CO,2010,OMN,HTAPv3_3_Energy,17941.8067
EDGAR,CO,2011,OMN,HTAPv3_3_Energy,19041.1175
EDGAR,CO,2012,OMN,HTAPv3_3_Energy,21348.5632
EDGAR,CO,2013,OMN,HTAPv3_3_Energy,21135.04354
EDGAR,CO,2014,OMN,HTAPv3_3_Energy,22655.93164
EDGAR,CO,2015,OMN,HTAPv3_3_Energy,23639.02724
EDGAR,CO,2016,OMN,HTAPv3_3_Energy,22838.83129
EDGAR,CO,2017,OMN,HTAPv3_3_Energy,23357.50538
EDGAR,CO,2018,OMN,HTAPv3_3_Energy,25092.09505
EDGAR,CO,2000,QAT,HTAPv3_3_Energy,10409.02293
EDGAR,CO,2001,QAT,HTAPv3_3_Energy,11442.508
EDGAR,CO,2002,QAT,HTAPv3_3_Energy,12595.182
EDGAR,CO,2003,QAT,HTAPv3_3_Energy,14850.304
EDGAR,CO,2004,QAT,HTAPv3_3_Energy,13670.72184
EDGAR,CO,2005,QAT,HTAPv3_3_Energy,14137.34679
EDGAR,CO,2006,QAT,HTAPv3_3_Energy,16736.1349
EDGAR,CO,2007,QAT,HTAPv3_3_Energy,17488.75026
EDGAR,CO,2008,QAT,HTAPv3_3_Energy,18417.82021
EDGAR,CO,2009,QAT,HTAPv3_3_Energy,19662.89434
EDGAR,CO,2010,QAT,HTAPv3_3_Energy,22410.022
EDGAR,CO,2011,QAT,HTAPv3_3_Energy,24342.278
EDGAR,CO,2012,QAT,HTAPv3_3_Energy,27697.043
EDGAR,CO,2013,QAT,HTAPv3_3_Energy,27652.33965
EDGAR,CO,2014,QAT,HTAPv3_3_Energy,30885.74111
EDGAR,CO,2015,QAT,HTAPv3_3_Energy,32567.25857
EDGAR,CO,2016,QAT,HTAPv3_3_Energy,33201.495
EDGAR,CO,2017,QAT,HTAPv3_3_Energy,35748.36625
EDGAR,CO,2018,QAT,HTAPv3_3_Energy,36019.10398
EDGAR,CO,2000,SAU,HTAPv3_3_Energy,96655.063
EDGAR,CO,2001,SAU,HTAPv3_3_Energy,98274.862
EDGAR,CO,2002,SAU,HTAPv3_3_Energy,100137.1593
EDGAR,CO,2003,SAU,HTAPv3_3_Energy,105169.2213
EDGAR,CO,2004,SAU,HTAPv3_3_Energy,110841.5499
EDGAR,CO,2005,SAU,HTAPv3_3_Energy,120595.2449
EDGAR,CO,2006,SAU,HTAPv3_3_Energy,125404.0246
EDGAR,CO,2007,SAU,HTAPv3_3_Energy,125737.504
EDGAR,CO,2008,SAU,HTAPv3_3_Energy,135017.3153
EDGAR,CO,2009,SAU,HTAPv3_3_Energy,146007.116
EDGAR,CO,2010,SAU,HTAPv3_3_Energy,161465.0688
EDGAR,CO,2011,SAU,HTAPv3_3_Energy,201410.8002
EDGAR,CO,2012,SAU,HTAPv3_3_Energy,214420.1917
EDGAR,CO,2013,SAU,HTAPv3_3_Energy,226239.705
EDGAR,CO,2014,SAU,HTAPv3_3_Energy,238630.4075
EDGAR,CO,2015,SAU,HTAPv3_3_Energy,266815.2036
EDGAR,CO,2016,SAU,HTAPv3_3_Energy,282288.2362
EDGAR,CO,2017,SAU,HTAPv3_3_Energy,282530.4605
EDGAR,CO,2018,SAU,HTAPv3_3_Energy,274779.657
EDGAR,CO,2000,SYR,HTAPv3_3_Energy,9250.514451
EDGAR,CO,2001,SYR,HTAPv3_3_Energy,9926.5043
EDGAR,CO,2002,SYR,HTAPv3_3_Energy,11607.94118
EDGAR,CO,2003,SYR,HTAPv3_3_Energy,14904.6645
EDGAR,CO,2004,SYR,HTAPv3_3_Energy,12179.89132
EDGAR,CO,2005,SYR,HTAPv3_3_Energy,12800.9409
EDGAR,CO,2006,SYR,HTAPv3_3_Energy,13050.8898
EDGAR,CO,2007,SYR,HTAPv3_3_Energy,13156.8288
EDGAR,CO,2008,SYR,HTAPv3_3_Energy,13702.9033
EDGAR,CO,2009,SYR,HTAPv3_3_Energy,16287.0836
EDGAR,CO,2010,SYR,HTAPv3_3_Energy,18492.81291
EDGAR,CO,2011,SYR,HTAPv3_3_Energy,16323.9205
EDGAR,CO,2012,SYR,HTAPv3_3_Energy,13456.04524
EDGAR,CO,2013,SYR,HTAPv3_3_Energy,10580.9674
EDGAR,CO,2014,SYR,HTAPv3_3_Energy,9528.040372
EDGAR,CO,2015,SYR,HTAPv3_3_Energy,8617.121183
EDGAR,CO,2016,SYR,HTAPv3_3_Energy,7964.827305
EDGAR,CO,2017,SYR,HTAPv3_3_Energy,7941.558117
EDGAR,CO,2018,SYR,HTAPv3_3_Energy,7786.085144
EDGAR,CO,2000,YEM,HTAPv3_3_Energy,11706.9688
EDGAR,CO,2001,YEM,HTAPv3_3_Energy,13570.84283
EDGAR,CO,2002,YEM,HTAPv3_3_Energy,15056.34301
EDGAR,CO,2003,YEM,HTAPv3_3_Energy,16362.27402
EDGAR,CO,2004,YEM,HTAPv3_3_Energy,17327.08938
EDGAR,CO,2005,YEM,HTAPv3_3_Energy,18780.52223
EDGAR,CO,2006,YEM,HTAPv3_3_Energy,19578.31721
EDGAR,CO,2007,YEM,HTAPv3_3_Energy,21814.66056
EDGAR,CO,2008,YEM,HTAPv3_3_Energy,23355.10387
EDGAR,CO,2009,YEM,HTAPv3_3_Energy,24670.44465
EDGAR,CO,2010,YEM,HTAPv3_3_Energy,22529.43495
EDGAR,CO,2011,YEM,HTAPv3_3_Energy,19894.58065
EDGAR,CO,2012,YEM,HTAPv3_3_Energy,21027.01447
EDGAR,CO,2013,YEM,HTAPv3_3_Energy,22251.83448
EDGAR,CO,2014,YEM,HTAPv3_3_Energy,18856.0313
EDGAR,CO,2015,YEM,HTAPv3_3_Energy,14879.15439
EDGAR,CO,2016,YEM,HTAPv3_3_Energy,11893.99091
EDGAR,CO,2017,YEM,HTAPv3_3_Energy,11032.77116
EDGAR,CO,2018,YEM,HTAPv3_3_Energy,9543.783578
EDGAR,CO,2000,ARE,HTAPv3_4.1_Industry,97439.29834
EDGAR,CO,2001,ARE,HTAPv3_4.1_Industry,103087.5683
EDGAR,CO,2002,ARE,HTAPv3_4.1_Industry,106869.147
EDGAR,CO,2003,ARE,HTAPv3_4.1_Industry,110287.2173
EDGAR,CO,2004,ARE,HTAPv3_4.1_Industry,126863.3705
EDGAR,CO,2005,ARE,HTAPv3_4.1_Industry,136594.5229
EDGAR,CO,2006,ARE,HTAPv3_4.1_Industry,155259.8036
EDGAR,CO,2007,ARE,HTAPv3_4.1_Industry,164660.4186
EDGAR,CO,2008,ARE,HTAPv3_4.1_Industry,184313.2836
EDGAR,CO,2009,ARE,HTAPv3_4.1_Industry,201113.8746
EDGAR,CO,2010,ARE,HTAPv3_4.1_Industry,287706.675
EDGAR,CO,2011,ARE,HTAPv3_4.1_Industry,326585.3213
EDGAR,CO,2012,ARE,HTAPv3_4.1_Industry,402205.5183
EDGAR,CO,2013,ARE,HTAPv3_4.1_Industry,436112.176
EDGAR,CO,2014,ARE,HTAPv3_4.1_Industry,514669.5293
EDGAR,CO,2015,ARE,HTAPv3_4.1_Industry,518228.428
EDGAR,CO,2016,ARE,HTAPv3_4.1_Industry,532212.847
EDGAR,CO,2017,ARE,HTAPv3_4.1_Industry,569099.196
EDGAR,CO,2018,ARE,HTAPv3_4.1_Industry,559850.1677
EDGAR,CO,2000,BHR,HTAPv3_4.1_Industry,76411.07793
EDGAR,CO,2001,BHR,HTAPv3_4.1_Industry,78389.90788
EDGAR,CO,2002,BHR,HTAPv3_4.1_Industry,77636.47432
EDGAR,CO,2003,BHR,HTAPv3_4.1_Industry,78976.96427
EDGAR,CO,2004,BHR,HTAPv3_4.1_Industry,79588.42447
EDGAR,CO,2005,BHR,HTAPv3_4.1_Industry,112606.9793
EDGAR,CO,2006,BHR,HTAPv3_4.1_Industry,130982.2736
EDGAR,CO,2007,BHR,HTAPv3_4.1_Industry,130014.5297
EDGAR,CO,2008,BHR,HTAPv3_4.1_Industry,130900.755
EDGAR,CO,2009,BHR,HTAPv3_4.1_Industry,127341.8364
EDGAR,CO,2010,BHR,HTAPv3_4.1_Industry,128059.311
EDGAR,CO,2011,BHR,HTAPv3_4.1_Industry,132689.7836
EDGAR,CO,2012,BHR,HTAPv3_4.1_Industry,133801.6444
