"EMF30 sectors",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Activity data: ENE",,,,,,,,,,,,,,,
"Scenario: ECLIPSE_V6b_CLE_base",,,,,,,,,,,,,,,
"Region: All EMF Regions",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Region","EMF30 sector","EMF30 unit","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"SAFR_WHOL","End_Use_Transport_OFF_LLF","PJ","6.044","9.122","7.916","6.956","6.749","11.032","8.882","8.175","7.493","6.776","6.181","5.549","5.005"
"SAFR_WHOL","End_Use_Transport_NatGas","PJ",,,,,,"0.007","0.064","0.315","0.715","1.629","0.099","0.119","0.136"
"SAFR_WHOL","End_Use_Transport_Coal","PJ",,,,,,,,,,,,,
"SAFR_WHOL","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"SAFR_WHOL","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"SAFR_WHOL","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"SAFR_WHOL","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"SAFR_WHOL","Unattributed","n.a",,,,,,,,,,,,,
"SOEA_ASIA","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"SOEA_ASIA","Power_Gen_Coal_Old","PJ","178.419","216.498","170.748","154.256","163.726","105.018","59.46","30.31","17.713",,,,
"SOEA_ASIA","Power_Gen_Coal_New","PJ",,,"288.134","603.022","1112.844","1929.694","3019.279","3652.052","4340.408","5175.465","5875.071","6594.117","7314.702"
"SOEA_ASIA","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,,,,,,,
"SOEA_ASIA","Power_Gen_HLF","PJ","625.053","848.253","652.976","391.648","351.727","178.26","157.559","202.674","233.206","212.31","189.461","190.471","216.834"
"SOEA_ASIA","Power_Gen_LLF","PJ","50.601","79.75","79.894","92.422","100.182","93.233","141.498","174.899","190.633","200.653","205.041","208.915","208.315"
"SOEA_ASIA","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"SOEA_ASIA","Power_Gen_NatGas","PJ","300.244","684.689","1410.622","2226.599","2696.619","2940.221","2793.205","3048.773","3227.509","3423.805","3665.022","3882.925","4257.77"
"SOEA_ASIA","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"SOEA_ASIA","Power_Gen_Bio_Trad_Old","PJ",,"8.204","12.6","5.867","91.484","151.114","358.413","407.814","454.521","519.13","594.339","669.884","743.378"
"SOEA_ASIA","Power_Gen_Bio_Trad_New","PJ",,,"15.051","61.942","44.045","59.627","190.977","246.478","297.787","365.772","464.372","524.533","562.092"
"SOEA_ASIA","Transformations_Coal","PJ","3.545","3.917","5.567","5.01","3.842","4.739","16.86","20.696","26.334","32.809","40.913","53.329","67.901"
"SOEA_ASIA","Transformations_HLF","PJ","11.97","195.669","104.296","188.121","157.628","134.786","231.204","285.781","311.49","327.863","335.033","341.363","340.381"
"SOEA_ASIA","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"SOEA_ASIA","Transformations_LLF","PJ",,"0.09","0.625","0.134",,,,,,,,,
"SOEA_ASIA","Transformations_NatGas","PJ","146.033","53.503","55.984","143.496","124.56","142.306","154.091","162.981","170.245","181.34","193.415","192.688","185.996"
"SOEA_ASIA","End_Use_Residential_Bio_Trad_Heat","PJ","107.647","92.866","91.701","97.761","108.372","105.693","83.932","83.223","80.152","77.241","75.228","73.39","71.805"
"SOEA_ASIA","End_Use_Residential_Bio_Trad_Cook","PJ","1464.392","1403.079","1483.146","1623.38","1648.64","1590.721","1354.137","1342.103","1305.942","1262.425","1232.514","1212.37","1195.179"
"SOEA_ASIA","End_Use_Services_Bio_Trad_Heat","PJ","12.243","12.241","12.336","12.751","13.083","14.09","17.166","19.921","22.709","25.531","28.495","31.472","34.512"
"SOEA_ASIA","End_Use_Residential_Bio_Mod","PJ","0.402","0.411","0.216","0","0.483","0.901","4.611","11.514","19.952","30.288","43.637","59.087","86.796"
"SOEA_ASIA","End_Use_Residential_Coal_Heat","PJ","0.021",,"0","0","0","0","0","0","0","0","0","0","0"
"SOEA_ASIA","End_Use_Residential_Coal_Cook","PJ","12.83","22.412","25.602","40.796","28.112","29.389","28.706","28.329","28.014","28.007","27.997","27.997","27.997"
"SOEA_ASIA","End_Use_Services_Coal_Heat","PJ","0.914","6.72","14.272","14.593","35.776","42.643","42.738","43.936","45.328","45.311","45.288","45.26","45.225"
"SOEA_ASIA","End_Use_Residential_HLF","PJ","50.918","60.278","78.593","77.399","111.938","124.555","41.559","44.416","46.335","48.915","52.751","56.658","62.94"
"SOEA_ASIA","End_Use_Residential_LLF","PJ","197.444","228.3","241.835","261.972","307.272","302.332","387.639","417.346","439.493","475.266","504.174","546.991","624.683"
"SOEA_ASIA","End_Use_Residential_NatGas","PJ","12.853","9.379","9.058","10.729","8.708","8.221","15.696","37.74","63.275","90.925","119.311","158.964","234.93"
"SOEA_ASIA","End_Use_Industry_Coal","PJ","151.178","299.507","340.935","569.822","1052.775","1019.11","1220.258","1366.006","1523.99","1695.229","1877.997","2038.077","2193.359"
"SOEA_ASIA","End_Use_Industry_HLF","PJ","380.57","572.893","538.668","500.41","396.638","482.075","512.67","550.443","581.167","586.566","613.814","625.815","630.652"
"SOEA_ASIA","End_Use_Industry_LLF","PJ","8.826","21.196","66.651","96.746","128.582","123.737","161.357","168.77","170.098","164.833","161.704","157.772","153.987"
"SOEA_ASIA","End_Use_Industry_NatGas","PJ","92.529","183.579","385.348","663.409","598.961","787.626","1221.411","1430.915","1653.713","1836.463","2041.219","2213.881","2346.617"
"SOEA_ASIA","End_Use_Industry_Bio_Trad","PJ","311.271","380.146","412.357","462.397","507.964","586.972","618.858","658.89","696.242","734.295","767.275","776.299","771.358"
"SOEA_ASIA","CEMENT","Mt","37.187","66.624","64.999","82.555","145.891","178.141","264.387","280.496","295.108","298.913","297.57","301.418","302.727"
"SOEA_ASIA","STEEL","Mt","6.425","7.096","8.51","12.413","17.952","13.612","22.42","28.614","35.963","40.041","44.259","48.439","52.385"
"SOEA_ASIA","CUSM","Mt","0.482","0.533","0.585","0.943","1.104","1.19","1.282","1.418","1.51","1.542","1.47","1.644","1.799"
"SOEA_ASIA","PAPER","Mt","0.215","0.412","1.103","0.797","2.362","2.471","4.584","6.147","8.177","6.142","6.363","6.703","7.009"
"SOEA_ASIA","CHEM","Mt","0.08","0.01","0.022","0.026","0.028","0.032","0.036","0.039","0.041","0.042","0.041","0.041","0.041"
"SOEA_ASIA","CHEMBULK","Mt","1.301","1.832","4.441","2.792","2.91","3.911","4.641","5.148","5.676","6.022","6.637","7.488","8.342"
"SOEA_ASIA","AACID","Mt",,,"0.097","0.107","0.099","0.099","0.107","0.115","0.124","0.13","0.137","0.144","0.151"
"SOEA_ASIA","NACID","Mt","0.06","0.07","0.113","0.122","0.513","0.513","0.551","0.596","0.641","0.667","0.693","0.825","0.957"
"SOEA_ASIA","Losses_Coal","Mt","18.479","28.233","31.637","59.213","59.577","54.734","61.119","65.021","68.696","71.675","75.38","77.824","82.049"
"SOEA_ASIA","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"SOEA_ASIA","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"SOEA_ASIA","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"SOEA_ASIA","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"SOEA_ASIA","End_Use_Transport_LDT_HLF","PJ","253.543","430.693","466.177","703.861","465.371","526.212","339.342","303.085","283.825","298.525","312.043","297.011","286.632"
"SOEA_ASIA","End_Use_Transport_LDT_LLF","PJ","376.533","439.447","471.004","428.987","573.37","785.065","973.46","1089.929","1151.621","1182.443","1165.03","1172.308","1184.363"
"SOEA_ASIA","End_Use_Transport_HDT_HLF","PJ","262.199","380.595","365.434","494.361","705.057","822.122","1201.867","1327.515","1470.482","1652.085","1858.481","1951.88","2008.489"
"SOEA_ASIA","End_Use_Transport_HDT_LLF","PJ","1.058","0.842","0.588","0.754","10.494","93.206","85.94","82.135","79.71","65.433","54.438","43.723","39.165"
"SOEA_ASIA","End_Use_Transport_MC_LLF","PJ","102.828","170.196","266.347","444.856","520.857","649.876","540.867","575.742","570.323","579.48","604.668","583.663","558.855"
"SOEA_ASIA","End_Use_Transport_AGR_HLF","PJ","63.89","75.59","96.526","123.353","134.246","162.848","189.259","214.47","238.817","259.116","279.548","292.621","304.545"
"SOEA_ASIA","End_Use_Transport_OFF_HLF","PJ","71.586","94.688","160.537","195.322","210.765","240.65","223.102","271.436","307.537","363.416","394.748","417.011","433.589"
"SOEA_ASIA","End_Use_Transport_OFF_LLF","PJ","7.388","14.362","16.896","36.316","25.238","29.907","25.648","31.458","37.097","42.577","42.781","44.736","46.242"
"SOEA_ASIA","End_Use_Transport_NatGas","PJ",,,,"6.776","80.199","123.58","80.833","112.525","143.341","183.06","209.449","221.243","234.008"
"SOEA_ASIA","End_Use_Transport_Coal","PJ",,,,,,,,,,,,,
"SOEA_ASIA","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"SOEA_ASIA","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"SOEA_ASIA","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"SOEA_ASIA","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"SOEA_ASIA","Unattributed","n.a",,,,,,,,,,,,,
"SOUA_REST","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"SOUA_REST","Power_Gen_Coal_Old","PJ",,,,,,,,,,,,,
"SOUA_REST","Power_Gen_Coal_New","PJ",,,"5.707","9.816","15.076","72.61","414.345","697.394","885.167","1225.872","1597.516","2016.841","2435.854"
"SOUA_REST","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,,,,,,,
"SOUA_REST","Power_Gen_HLF","PJ","150.059","267.924","436.732","412.912","581.984","622.272","546.165","484.333","442.623","377.101","331.505","271.883","224.311"
"SOUA_REST","Power_Gen_LLF","PJ","5.626","7.217","9.784","12.679","8.275","14.214","14.757","15.714","13.274","14.201","13.423","12.912","12.148"
"SOUA_REST","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"SOUA_REST","Power_Gen_NatGas","PJ","220.576","271.534","362.081","639.677","656.257","778.021","663.704","691.666","784.34","917.926","1060.708","1237.434","1520.789"
"SOUA_REST","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"SOUA_REST","Power_Gen_Bio_Trad_Old","PJ",,,,,"3.055","20.693","35.467","49.694","70.038","89.999","110.311","134.869","160.995"
"SOUA_REST","Power_Gen_Bio_Trad_New","PJ",,,,,"0","0",,,,,,,
"SOUA_REST","Transformations_Coal","PJ","19.295","18.888","16.417","9.76","7.418","6.973","13.071","14.051","23.242","23.86","24.291","26.019","27.667"
"SOUA_REST","Transformations_HLF","PJ","15.195","18.704","9.741","16.915","19.47","17.532","21.63","24.308","20.577","23.518","23.01","23.042","22.141"
"SOUA_REST","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"SOUA_REST","Transformations_LLF","PJ",,,"0.09",,,,,,,,,,
"SOUA_REST","Transformations_NatGas","PJ","10.226","34.68","47.14","31.821","80.993","93.732","19.637","12.633","25.096","55.194","84.939","86.405","90.531"
"SOUA_REST","End_Use_Residential_Bio_Trad_Heat","PJ","113.439","121.177","140.757","149.613","147.519","151.931","158.243","163.133","165.863","166.218","164.062","161.444","158.445"
"SOUA_REST","End_Use_Residential_Bio_Trad_Cook","PJ","1488.11","1621.029","1777.899","1943.817","2076.102","2218.65","2270.458","2340.62","2379.79","2384.883","2353.956","2316.391","2273.364"
"SOUA_REST","End_Use_Services_Bio_Trad_Heat","PJ","2.915","5.409","6.833","7.629","8.356","7.788","8.001","8.177","8.788","9.378","9.99","10.488","10.781"
"SOUA_REST","End_Use_Residential_Bio_Mod","PJ","0","0","1.179","2.078","3.111","11.812","12.067","12.517","12.82","12.952","12.908","12.83","12.718"
"SOUA_REST","End_Use_Residential_Coal_Heat","PJ","0.473","0.001","0.001","0.001","0.001","0.002","0.01","0.006","0.003","0.001","0.001","0","0"
"SOUA_REST","End_Use_Residential_Coal_Cook","PJ","0.055","0.025","0.049","0.049","0.049","0.098","0.482","0.314","0.146","0.057","0.032","0.016","0.008"
"SOUA_REST","End_Use_Services_Coal_Heat","PJ","3.55","2.86",,,,,,,,,,,
"SOUA_REST","End_Use_Residential_HLF","PJ","29.007","25.687","14.168","11.289","7.277","6.137","5.776","5.836","5.882","5.809","4.989","5.014","4.808"
"SOUA_REST","End_Use_Residential_LLF","PJ","181.94","159.451","142.506","141.383","103.372","101.956","100.774","88.658","77.426","70.472","66.902","62.757","58.745"
"SOUA_REST","End_Use_Residential_NatGas","PJ","96.651","146.132","187.769","247.989","340.129","419.174","525.162","594.721","687.918","781.587","874.675","959.638","1031.11"
"SOUA_REST","End_Use_Industry_Coal","PJ","92.17","93.856","89.311","184.535","231.904","335.906","351.239","381.925","426.138","479.274","543.324","610.082","678.34"
"SOUA_REST","End_Use_Industry_HLF","PJ","72.809","100.686","114.558","105.446","76.647","114.864","244.41","239.949","231.996","226.93","219.631","211.203","201.248"
"SOUA_REST","End_Use_Industry_LLF","PJ",,"1.662","1.068","2.806","2.722","5.041","10.542","10.253","9.979","9.714","9.454","8.994","8.41"
"SOUA_REST","End_Use_Industry_NatGas","PJ","114.784","195.877","220.526","363.18","436.238","426.341","636.648","835.331","1085.623","1388.203","1753.589","2131.687","2496.823"
"SOUA_REST","End_Use_Industry_Bio_Trad","PJ","113.766","122.746","170.527","190.157","206.561","231.593","286.082","362.223","444.974","521.891","592.654","643.998","675.216"
"SOUA_REST","CEMENT","Mt","9.368","10.496","15.771","22.791","46.31","61.582","77.955","96.682","117.489","135.877","154.855","170.852","185.635"
"SOUA_REST","STEEL","Mt","0.93","0.93","0.98","0.855","1.342","2.131","2.602","3.04","3.522","4.011","4.481","4.9","5.239"
"SOUA_REST","CUSM","Mt","0.003","0.003","0.003","0.003",,,,,,,,,
"SOUA_REST","PAPER","Mt","0.081","0.073","0.038","0.039",,,,,,,,,
"SOUA_REST","CHEM","Mt","0.125","0.124","0.111","0.128",,,,,,,,,
"SOUA_REST","CHEMBULK","Mt","3.402","4.839","5.887","6.79","6.303","8.014","8.795","9.35","9.765","10.34","10.945","11.582","12.251"
"SOUA_REST","AACID","Mt",,,,,,,,,,,,,
"SOUA_REST","NACID","Mt",,,,,,,,,,,,,
"SOUA_REST","Losses_Coal","Mt","2.854","3.734","3.574","5.7","4.171","4.488","5.562","5.792","6.157","6.32","6.41","6.641","6.81"
"SOUA_REST","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"SOUA_REST","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"SOUA_REST","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"SOUA_REST","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"SOUA_REST","End_Use_Transport_LDT_HLF","PJ","17.356","27.234","50.595","53.579","148.763","151.57","175.944","198.291","231.799","266.365","273.651","253.474","230.493"
"SOUA_REST","End_Use_Transport_LDT_LLF","PJ","40.745","51.638","59.063","78.426","118.857","218.891","217.385","273.636","362.401","443.971","508.786","564.887","609.899"
"SOUA_REST","End_Use_Transport_HDT_HLF","PJ","142.653","219.513","270.711","273.143","235.355","269.617","361.078","416.912","484.593","533.236","568.437","625.958","682.137"
"SOUA_REST","End_Use_Transport_HDT_LLF","PJ","0.029","0.03","0.032","0.033","39.142","72.356","92.909","76.815","70.214","73.243","76.644","78.634","80.623"
"SOUA_REST","End_Use_Transport_MC_LLF","PJ","29.78","32.647","31.33","36.279","55.167","106.078","72.59","74.241","78.06","75.523","59.425","50.793","38.382"
"SOUA_REST","End_Use_Transport_AGR_HLF","PJ","14.583","17.526","16.48","21.801","24.925","25.653","22.49","25.674","29.837","29.625","29.031","27.362","24.768"
"SOUA_REST","End_Use_Transport_OFF_HLF","PJ","17.584","22.814","34.017","46.034","38.708","60.301","88.289","95.199","99.727","103.811","106.12","106.826","107.959"
"SOUA_REST","End_Use_Transport_OFF_LLF","PJ",,"1.553","1.243","3.029","5.919","4.865","10.033","9.758","9.497","9.245","8.997","8.56","8.003"
"SOUA_REST","End_Use_Transport_NatGas","PJ","0.015","0.142","4.116","39.554","144.123","104.877","134.539","183.746","213.956","255.976","300.088","333.497","355.587"
"SOUA_REST","End_Use_Transport_Coal","PJ",,,,,"0.028","0.561","0.583","0.583","0.583","0.583","0.583","0.583","0.583"
"SOUA_REST","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"SOUA_REST","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"SOUA_REST","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"SOUA_REST","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"SOUA_REST","Unattributed","n.a",,,,,,,,,,,,,
"TURK_WHOL","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"TURK_WHOL","Power_Gen_Coal_Old","PJ","214.921","293.23","295.524","297.818","259.919","256.206","249.971","238.271","218.587","112.452","79.84","1.663","1.808"
"TURK_WHOL","Power_Gen_Coal_New","PJ",,,"107.734","83.496","294.217","483.792","244.595","225.822","207.465","208.096","185.662","187.23","137.147"
"TURK_WHOL","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,,"5.275",,,,,
"TURK_WHOL","Power_Gen_HLF","PJ","63.237","90.369","102.03","48.992","28.45","28.025","14.476","8.701","7.661","5.86","4.47","4.019","3.575"
"TURK_WHOL","Power_Gen_LLF","PJ","6.337","9.729","34.01","31.567","46.162","68.854","19.359","10.875","7.924","4.865","3.424","1.337","0.537"
"TURK_WHOL","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"TURK_WHOL","Power_Gen_NatGas","PJ","115.169","150.531","333.675","553.612","759.671","772.05","983.415","1169.16","1277.292","1450.447","1495.886","1413.702","1290.71"
"TURK_WHOL","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"TURK_WHOL","Power_Gen_Bio_Trad_Old","PJ",,"11.623","1","0.046","0.009","1.545","2.207","11.768","12.24","17.957","22.787",,
"TURK_WHOL","Power_Gen_Bio_Trad_New","PJ",,,"1.233","1.056","4.935","13.815","41.998","67.831","75.424","84.489","115.615","125.681","133.518"
"TURK_WHOL","Transformations_Coal","PJ","92.33","68.605","72.77","75.226","64.536","111.147","145.406","160.004","173.561","185.645","196.694","214.064","232.815"
"TURK_WHOL","Transformations_HLF","PJ","40.8",,"-2.578","-5.807","50.182","37.494","0.217","0.194","0.145","0.078","0.008","0.007","0.006"
"TURK_WHOL","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"TURK_WHOL","Transformations_LLF","PJ",,,,,,,,,,,,,
"TURK_WHOL","Transformations_NatGas","PJ","0.69","1.054","1.676","2.945","0.135","14.487","0.546","0.57","0.632","0.735","0.748","0.743","0.75"
"TURK_WHOL","End_Use_Residential_Bio_Trad_Heat","PJ","301.664","284.183","267.132","220.297","181.383","114.708","102.149","94.079","86.398","79.42","71.496","64.201","60.412"
"TURK_WHOL","End_Use_Residential_Bio_Trad_Cook","PJ",,,,,,,"0","0","0","0","0","0","0"
"TURK_WHOL","End_Use_Services_Bio_Trad_Heat","PJ",,,,,,,"0.003","0.006","0.009","0.013","0.014","0.016","0.018"
"TURK_WHOL","End_Use_Residential_Bio_Mod","PJ","16.091","22.679","35.894","52.361","75.172","104.577","122.835","145.434","170.303","193.874","212.662","238.309","266.047"
"TURK_WHOL","End_Use_Residential_Coal_Heat","PJ","125.614","102.619","84.371","103.477","273.394","82.408","76.589","58.651","38.278","18.197","6.579","3.4","2.457"
"TURK_WHOL","End_Use_Residential_Coal_Cook","PJ",,,,,"0",,,,,,,,
"TURK_WHOL","End_Use_Services_Coal_Heat","PJ",,,,,"12.534","159.281","157.742","161.615","161.971","159.505","155.565","148.627","138.453"
"TURK_WHOL","End_Use_Residential_HLF","PJ","66.932","74.207","47.652","35.334","35.773","25.468","2.396","6.077","8.896","8.621","12.014","7.652","2.468"
"TURK_WHOL","End_Use_Residential_LLF","PJ","79.31","109.953","124.963","110.132","56.556","39.428","26.133","19.356","13.604","9.528","6.705","5.762","4.927"
"TURK_WHOL","End_Use_Residential_NatGas","PJ","2.197","47.003","130.28","282.478","268.409","492.582","489.152","537.547","582.957","623.44","645.178","657.907","663.045"
"TURK_WHOL","End_Use_Industry_Coal","PJ","162.338","146.693","340.849","320.051","299.157","220.842","252.618","260.112","266.083","269.259","271.573","276.801","282.653"
"TURK_WHOL","End_Use_Industry_HLF","PJ","157.74","183.076","210.706","184.717","44.042","29.613","111.168","120.901","114.579","108.852","104.086","102.808","100.305"
"TURK_WHOL","End_Use_Industry_LLF","PJ","15.831","24.322","11.56","9.775","5.681","4.37","33.575","35.078","27.337","17.282","6.451","6.228","6.05"
"TURK_WHOL","End_Use_Industry_NatGas","PJ","48.453","65.01","102.908","148.241","332.391","436.682","576.32","617.598","677.115","740.319","805.36","856.414","904.014"
"TURK_WHOL","End_Use_Industry_Bio_Trad","PJ",,,,,,,"0.255","10.516","12.488","14.96","15.755","16.484","17.111"
"TURK_WHOL","CEMENT","Mt","26.673","36.093","39.002","46.363","67.232","84.044","92.558","99.33","106.153","109.254","111.751","112.411","112.395"
"TURK_WHOL","STEEL","Mt","9.41","13.183","14.325","20.965","29.195","31.561","37.762","42.947","46.965","51.011","54.705","57.938","60.838"
"TURK_WHOL","CUSM","Mt","0.113","0.123","0.073","0.179","0.094","0.139","0.171","0.175","0.194","0.201","0.209","0.225","0.241"
"TURK_WHOL","PAPER","Mt","0.333","0.413","0.306","0.278","0.111","0.119","0.153","0.186","0.221","0.257","0.293","0.317","0.339"
"TURK_WHOL","CHEM","Mt","1.077","0.887","0.871","0.886","0.86","0.92","1.052","1.161","1.271","1.286","1.313","1.419","1.518"
"TURK_WHOL","CHEMBULK","Mt",,,,,,,,,,,,,
"TURK_WHOL","AACID","Mt",,,,,,,,,,,,,
"TURK_WHOL","NACID","Mt","0.816","0.663","0.647","0.653","0.508","0.508","0.576","0.63","0.683","0.723","0.771","0.875","0.985"
"TURK_WHOL","Losses_Coal","Mt","47.428","55.073","63.268","29.929","73.399","58.414","64.767","60.198","56.55","53.083","54.578","63.533","78.276"
"TURK_WHOL","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"TURK_WHOL","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"TURK_WHOL","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"TURK_WHOL","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"TURK_WHOL","End_Use_Transport_LDT_HLF","PJ","31.973","42.406","40.708","23.931","53.872","100.874","109.523","135.174","158.399","174.324","187.21","180.116","165.407"
"TURK_WHOL","End_Use_Transport_LDT_LLF","PJ","132.511","177.373","204.663","175.582","178.031","207.854","214.42","232.784","261.911","282.925","310.488","334.054","359.586"
"TURK_WHOL","End_Use_Transport_HDT_HLF","PJ","182.731","197.816","178.682","245.514","301.135","598.745","608.742","617.32","622.068","632.261","639.087","644.775","644.583"
"TURK_WHOL","End_Use_Transport_HDT_LLF","PJ","5.034","5.83","5.923",,"12.842","19.306","2.491","1.794","1.714","1.656","1.602","1.527","1.457"
"TURK_WHOL","End_Use_Transport_MC_LLF","PJ","7.152","9.145","10.29","3.314","6.689","5.042","0.57","0.339","0.33","0.322","0.279","0.216","0.159"
"TURK_WHOL","End_Use_Transport_AGR_HLF","PJ","63.73","84.348","88.847","98.934","149.202","90.21","46.019","45.307","44.704","43.487","42.116","40.16","37.898"
"TURK_WHOL","End_Use_Transport_OFF_HLF","PJ","18.736","21.117","22.046","27.678","34.033","29.987","13.386","10.992","9.505","7.906","6.634","5.695","4.715"
"TURK_WHOL","End_Use_Transport_OFF_LLF","PJ","3.471","0.46","10.718","9.775","0.851","0.644","12.681","12.438","15.59","17.347","19.284","19.09","18.624"
"TURK_WHOL","End_Use_Transport_NatGas","PJ",,"1.309","1.66","4.431","9.131","14.588","14.543","17.075","19.002","23.418","30.3","35.761","42.445"
"TURK_WHOL","End_Use_Transport_Coal","PJ","0.591","0.128",,,,,,,,,,,
"TURK_WHOL","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"TURK_WHOL","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"TURK_WHOL","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"TURK_WHOL","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"TURK_WHOL","Unattributed","n.a",,,,,,,,,,,,,
"UKRA_PLUS","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"UKRA_PLUS","Power_Gen_Coal_Old","PJ","1535.039","966.516","595.476","504.871","339.887","167.536","68.386","8.747","5.249","5.102","4.948","4.411","3.876"
"UKRA_PLUS","Power_Gen_Coal_New","PJ",,,"0.996","38.452","455.291","507.188","541.61","478.221","550.874","684.924","734.698","782.483","821.044"
"UKRA_PLUS","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,,,,,,,
"UKRA_PLUS","Power_Gen_HLF","PJ","1476.992","423.592","125.529","65.162","61.36","35.615","44.999","42.833","41.306","37.507","31.811","7.918","7.795"
"UKRA_PLUS","Power_Gen_LLF","PJ","101.77","30.885","26.928","44.445","45.186","44.201","2.068","2.225","3.184","3.398","2.786","1.595","1.556"
"UKRA_PLUS","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"UKRA_PLUS","Power_Gen_NatGas","PJ","2973.363","2163.693","1977.594","1962.716","1434.281","1009.546","1176.018","1126.174","922.05","991.853","1059.605","1117.999","1178.458"
"UKRA_PLUS","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"UKRA_PLUS","Power_Gen_Bio_Trad_Old","PJ",,,,,"0.327","3.065","0.783","0.829","0.218","0.207","0","0","0"
"UKRA_PLUS","Power_Gen_Bio_Trad_New","PJ",,,"8.712","16.598","43.711","51.41","20.418","29.382","45.613","74.055","116.922","148.011","167.896"
"UKRA_PLUS","Transformations_Coal","PJ","726.388","530.11","509.245","391.203","318.595","123.908","255.723","252.728","237.143","229.863","221.11","197.105","173.196"
"UKRA_PLUS","Transformations_HLF","PJ","44.738","30.917","18.84","39.221","-2.467","20.317","0.686","4.37","19.391","23.997","18.605","18.338","17.883"
"UKRA_PLUS","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"UKRA_PLUS","Transformations_LLF","PJ","6.006","0.355","0.182","0.18","0.09","0.09","0.004","0.023","0.108","0.14","0.112","0.11","0.108"
"UKRA_PLUS","Transformations_NatGas","PJ","100.387","78.845","74.209","79.466","59.542","41.773","17.952","18.107","21.681","24.729","26.906","26.917","26.911"
"UKRA_PLUS","End_Use_Residential_Bio_Trad_Heat","PJ","19.945","22.899","32.391","34.833","66.346","72.632","34.473","38.172","42.039","44.594","47.97","47.907","48.372"
"UKRA_PLUS","End_Use_Residential_Bio_Trad_Cook","PJ","0","0","0.062","0.832","1.355","1.417","23.047","25.675","27.916","29.881","32.419","32.137","32.295"
"UKRA_PLUS","End_Use_Services_Bio_Trad_Heat","PJ","4.238","6.465","5.467","6.679","11.118","10.412","11.005","14.003","17.581","19.538","21.86","23.032","23.81"
"UKRA_PLUS","End_Use_Residential_Bio_Mod","PJ","0","0","0.102","0.094","1.22","1.371","0.852","0.934","1.556","1.651","1.777","1.776","1.794"
"UKRA_PLUS","End_Use_Residential_Coal_Heat","PJ","338.496","221.314","128.492","93.535","31.201","19.366","20.228","14.523","8.565","3.711","1.961","1.195","0.592"
