"EMF30 sectors",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Pollutant: CO2",,,,,,,,,,,,,,
"Scenario: ECLIPSE_V6b_CLE_base with high emitters added",,,,,,,,,,,,,,
"Region: All EMF Regions",,,,,,,,,,,,,,
"Source: CEDS Calculations",,,,,,,,,,,,,,
"Unit: Mt CO2",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Region","EMF30 kt","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"AFRI_NORT","End_Use_Transport_LDT_LLF","16.122","17.374","20.429","24.852","36.805","48.292","37.797","43.376","46.942","51.138","53.181","54.384","53.709"
"AFRI_NORT","End_Use_Transport_HDT_HLF","23.853","30.786","42.413","50.883","60.37","69.033","67.143","77.546","89.773","92.019","94.463","96.533","100.255"
"AFRI_NORT","End_Use_Transport_HDT_LLF","0.006","0.016","0.044","0.111","1.11","0.958","14.351","16.108","18.121","17.763","18.248","18.648","19.14"
"AFRI_NORT","End_Use_Transport_MC_LLF","2.493","2.674","1.742","1.762","1.821","2.292","0.565","0.627","0.626","0.603","0.552","0.503","0.44"
"AFRI_NORT","End_Use_Transport_AGR_HLF","1.126","1.575","1.952","6.548","7.669","4.639","5.987","6.929","7.739","8.282","8.94","9.602","10.249"
"AFRI_NORT","End_Use_Transport_OFF_HLF","4.27","3.898","7.214","5.645","6.771","6.467","8.791","7.897","6.498","6.65","6.851","6.611","4.95"
"AFRI_NORT","End_Use_Transport_OFF_LLF","0.865","1.298","0.788","1.054","0.857","0.47","1.255","1.197","1.12","0.999","0.843","0.8","0.751"
"AFRI_NORT","End_Use_Transport_NatGas","0.844","1.328","1.9","3.979","3.631","2.729","3.982","4.929","5.917","6.748","7.968","9.387","10.855"
"AFRI_NORT","End_Use_Transport_Coal",,,,,,,,,,,,,
"AFRI_NORT","Waste_Solid_Municipal",,,,,,,,,,,,,
"AFRI_NORT","Waste_Solid_Industrial",,,,,,,,,,,,,
"AFRI_NORT","Waste_Water_Municipal",,,,,,,,,,,,,
"AFRI_NORT","Waste_Water_Industrial",,,,,,,,,,,,,
"AFRI_NORT","Unattributed","7.285","9.418","11.575","14.525","18.026","15.829","12.24","14.071","15.831","17.413","18.951","19.135","19.294"
"AFRI_NORT","SUM","267.996","291.587","327.079","421.9","505.495","561.073","602.54","668.289","743.682","803.559","848.717","827.907","849.211"
"AFRI_WEST","Power_Gen_Coal",,,,,,,,,,,,,
"AFRI_WEST","Power_Gen_Coal_Old","2.153","2.266","1.366","1.452","0.01","0.529","0.782","1.173","2.341","3.434","4.349","5.726","8.168"
"AFRI_WEST","Power_Gen_Coal_New",,,"6.171","7.251","6.582","11.353","16.008","24.279","31.828","32.85","33.871","42.375","49.523"
"AFRI_WEST","Power_Gen_Coal_IGCC_CCS",,,,,,,"0.02",,"0.209","0.215","0.215","0.215","0.215"
"AFRI_WEST","Power_Gen_HLF","14.57","16.534","17.555","19.616","29.772","28.65","38.735","37.306","36.685","36.323","37.924","39.548","42.741"
"AFRI_WEST","Power_Gen_LLF","1.143","1.208","0.99","1.508","0.757","0.613","1.369","1.896","1.609","1.054","0.793","0.743","0.656"
"AFRI_WEST","Power_Gen_HLF_CCS",,,,,,,,,,,,,
"AFRI_WEST","Power_Gen_NatGas","13.859","15.886","24.48","27.989","33.35","40.541","39.788","41.113","54.117","82.664","115.701","155.495","212.486"
"AFRI_WEST","Power_Gen_Bio_Trad",,,,,,,,,,,,,
"AFRI_WEST","Power_Gen_Bio_Trad_Old",,,,,,,,,,,,,
"AFRI_WEST","Power_Gen_Bio_Trad_New",,,,,,,,,,,,,
"AFRI_WEST","Transformations_Coal","0.706","1.063","0.573","0.656","0.185","0.227","0.635","0.886","8.506","17.951","25.943","35.291","54.75"
"AFRI_WEST","Transformations_HLF","2.97","2.51","0.821","3.985","1.334","3.113","6.766","9.631","7.993","4.886","3.343","2.963","2.325"
"AFRI_WEST","Transformations_HLF_Refinery",,,,,,,,,,,,,
"AFRI_WEST","Transformations_LLF",,,"0.162","0.267","0.32","0.264","0.574","0.817","0.678","0.414","0.283","0.251","0.197"
"AFRI_WEST","Transformations_NatGas","0.469","0.663",,,"0.121","0.138","0.179","0.261","0.336","0.415","0.488","0.532","0.576"
"AFRI_WEST","End_Use_Residential_Bio_Trad_Heat",,,,,,,,,,,,,
"AFRI_WEST","End_Use_Residential_Bio_Trad_Cook",,,,,,,,,,,,,
"AFRI_WEST","End_Use_Services_Bio_Trad_Heat",,,,,,,,,,,,,
"AFRI_WEST","End_Use_Residential_Bio_Mod",,,,,,,,,,,,,
"AFRI_WEST","End_Use_Residential_Coal_Heat","2.642","2.636","2.506","0.868","1.538","0.192","0.306","0.435","0.59","0.748","0.901","1.063","1.205"
"AFRI_WEST","End_Use_Residential_Coal_Cook",,,,,,,,,,,,,
"AFRI_WEST","End_Use_Services_Coal_Heat",,,,,,,,,,,,,
"AFRI_WEST","End_Use_Residential_HLF","2.416","2.73","2.121","1.875","3.452","5.551","8.573","9.848","12.977","17.321","22.722","28.726","36.215"
"AFRI_WEST","End_Use_Residential_LLF","7.764","8.608","8.806","10.176","12.134","13.331","12.147","14.066","17.955","23.977","33.078","45.479","62.043"
"AFRI_WEST","End_Use_Residential_NatGas",,,"1.151","0.335","0","0.002","0.049","0.868","2.267","4.449","7.695","12.291","18.585"
"AFRI_WEST","End_Use_Industry_Coal","7.557","2.611","3.04","2.33","2.048","2.786","3.207","4.335","8.181","13.263","19.539","28.411","44.639"
"AFRI_WEST","End_Use_Industry_HLF","6.35","5.717","4.754","5.847","6.202","7.072","9.42","11.988","13.973","15.622","17.99","20.746","23.589"
"AFRI_WEST","End_Use_Industry_LLF","0.354","0.68","0.404","0.375","0.462","0.441","0.585","0.682","0.758","0.843","0.968","1.116","1.268"
"AFRI_WEST","End_Use_Industry_NatGas","4.045","6.388","6.414","8.626","7.516","13.963","20.323","27.466","36.477","47.761","62.47","79.69","101.725"
"AFRI_WEST","End_Use_Industry_Bio_Trad",,,,,,,,,,,,,
"AFRI_WEST","CEMENT","4.525","5.036","5.833","7.977","17.167","27.8","37.277","46.205","59.065","74.437","94.075","112.111","131.483"
"AFRI_WEST","STEEL",,,,,,,,,,,,,
"AFRI_WEST","CUSM",,,,,,,,,,,,,
"AFRI_WEST","PAPER",,,,,,,,,,,,,
"AFRI_WEST","CHEM",,,,,,,,,,,,,
"AFRI_WEST","CHEMBULK",,,,,,,,,,,,,
"AFRI_WEST","AACID",,,,,,,,,,,,,
"AFRI_WEST","NACID",,,,,,,,,,,,,
"AFRI_WEST","Losses_Coal",,,,,,,,,,,,,
"AFRI_WEST","Losses_Prod_Oil","54.054","60.36","73.577","85.5","65.082","62.303","51.481","53.275","54.26","57.082","59.938","63.769","68.411"
"AFRI_WEST","Losses_Prod_Conventional_Gas",,,,,,,,,,,,,
"AFRI_WEST","Losses_Prod_Shale_Gas",,,,,,,,,,,,,
"AFRI_WEST","Losses_Distribution_Use",,,,,,,,,,,,,
"AFRI_WEST","End_Use_Transport_LDT_HLF",,"0.232","3.943","4.96","2.043","2.86","3.655","3.644","3.672","3.943","4.62","6.135","8.504"
"AFRI_WEST","End_Use_Transport_LDT_LLF","13.513","15.955","22.122","28.392","33.962","39.048","48.497","52.716","58.106","63.949","72.059","86.063","108.098"
"AFRI_WEST","End_Use_Transport_HDT_HLF","11.722","11.35","11.83","13.741","22.838","28.262","37.834","44.075","51.384","59.038","68.532","75.806","83.276"
"AFRI_WEST","End_Use_Transport_HDT_LLF",,,,,,,,,,,,,
"AFRI_WEST","End_Use_Transport_MC_LLF","2.2","1.773","1.397","2.469","5.44","6.553","3.563","3.551","3.614","3.7","3.845","4.125","4.341"
"AFRI_WEST","End_Use_Transport_AGR_HLF","0.537","0.732","1.139","0.885","1.248","2","0.629","0.647","0.67","0.68","0.681","0.673","0.657"
"AFRI_WEST","End_Use_Transport_OFF_HLF","1.072","1.075","1.967","2.068","2.705","4.763","6.653","7.841","9.078","10.622","12.417","14.322","16.308"
"AFRI_WEST","End_Use_Transport_OFF_LLF","0.397","0.714","1.926","2.993","0.488","0.553","0.635","0.705","0.81","0.943","1.098","1.26","1.427"
"AFRI_WEST","End_Use_Transport_NatGas",,,,,"0.001","0.006","0.056","0.155","0.302","0.489","0.66","0.901","1.278"
"AFRI_WEST","End_Use_Transport_Coal",,,,,,,,,,,,,
"AFRI_WEST","Waste_Solid_Municipal",,,,,,,,,,,,,
"AFRI_WEST","Waste_Solid_Industrial",,,,,,,,,,,,,
"AFRI_WEST","Waste_Water_Municipal",,,,,,,,,,,,,
"AFRI_WEST","Waste_Water_Industrial",,,,,,,,,,,,,
"AFRI_WEST","Unattributed","2.153","2.613","2.547","5.364","4.816","6.185","4.229","4.393","4.617","4.888","5.2","5.543","5.915"
"AFRI_WEST","SUM","157.173","169.338","207.595","247.505","261.574","309.096","353.974","404.257","483.056","583.961","711.397","871.37","1090.604"
"ASIA_STAN","Power_Gen_Coal",,,,,,,,,,,,,
"ASIA_STAN","Power_Gen_Coal_Old","105.728","69.883","36.285","44.428","36.318","30.707","18.932","5.669",,,,,
"ASIA_STAN","Power_Gen_Coal_New",,,"25.991","31.814","40.1","50.346","68.127","85.538","94.926","91.692","94.998","98.381","101.078"
"ASIA_STAN","Power_Gen_Coal_IGCC_CCS",,,,,,,,,,,,,
"ASIA_STAN","Power_Gen_HLF","20.069","11.475","7.658","6.205","3.23","3.215","2.434","1.516","0.94","0.756","0.515","0.338","0.297"
"ASIA_STAN","Power_Gen_LLF","1.253","1.294","1.66","2","1.234","1.127","0.004","0.002","0","0",,,
"ASIA_STAN","Power_Gen_HLF_CCS",,,,,,,,,,,,,
"ASIA_STAN","Power_Gen_NatGas","49.012","43.353","51.812","62.744","81.798","98.661","75.47","72.069","74.952","87.44","101.221","107.076","113.677"
"ASIA_STAN","Power_Gen_Bio_Trad",,,,,,,,,,,,,
"ASIA_STAN","Power_Gen_Bio_Trad_Old",,,,,,,,,,,,,
"ASIA_STAN","Power_Gen_Bio_Trad_New",,,,,,,,,,,,,
"ASIA_STAN","Transformations_Coal","0.316","0.988","7.569","10.347","10.74","17.661",,,,,,,
"ASIA_STAN","Transformations_HLF","7.862","5.782","6.905","2.298","5.979","6.848",,,,,,,
"ASIA_STAN","Transformations_HLF_Refinery",,,,,,,,,,,,,
"ASIA_STAN","Transformations_LLF",,,"0.148",,,"0.05",,,,,,,
"ASIA_STAN","Transformations_NatGas","0.523","2.451","3.822","4.384","5.409","4.097","1.035","1.971","3.133","3.259","3.474","3.748","3.938"
"ASIA_STAN","End_Use_Residential_Bio_Trad_Heat",,,,,,,,,,,,,
"ASIA_STAN","End_Use_Residential_Bio_Trad_Cook",,,,,,,,,,,,,
"ASIA_STAN","End_Use_Services_Bio_Trad_Heat",,,,,,,,,,,,,
"ASIA_STAN","End_Use_Residential_Bio_Mod",,,,,,,,,,,,,
"ASIA_STAN","End_Use_Residential_Coal_Heat","8.708","1.074","1.952","1.835","19.131","14.598","8.723","8.677","8.504","8.259","8.055","7.904","7.613"
"ASIA_STAN","End_Use_Residential_Coal_Cook",,,,,,,,,,,,,
"ASIA_STAN","End_Use_Services_Coal_Heat",,,,,,,,,,,,,
"ASIA_STAN","End_Use_Residential_HLF","26.277","12.77","8.355","9.351","13.553","16.038","17.469","17.89","17.873","17.934","17.906","17.259","16.229"
"ASIA_STAN","End_Use_Residential_LLF","6.315","3.116","3.058","4.635","3.588","4.754","0.278","0.343","0.407","0.404","0.388","0.369","0.344"
"ASIA_STAN","End_Use_Residential_NatGas","76.609","59.036","56.157","55.38","52.887","51.59","41.254","59.388","63.741","67.728","71.463","74.172","75.843"
"ASIA_STAN","End_Use_Industry_Coal","71.025","47.637","12.281","25.826","43.642","30.9","36.406","40.668","44.678","49.329","54.714","59.7","64.252"
"ASIA_STAN","End_Use_Industry_HLF","16.576","14.266","4.824","6.849","7.886","13.054","17.153","18.082","18.865","18.812","17.535","16.681","15.219"
"ASIA_STAN","End_Use_Industry_LLF",,,"0.168","0.135","0.312","0.546","0.054","0.049","0.041","0.045","0.048","0.047","0.046"
"ASIA_STAN","End_Use_Industry_NatGas","4.44","17.667","22.125","30.075","38.57","39.397","59.265","61.049","67.791","74.544","80.969","87.999","93.284"
"ASIA_STAN","End_Use_Industry_Bio_Trad",,,,,,,,,,,,,
"ASIA_STAN","CEMENT","10.338","3.622","1.297","1.401","4.686","7.006","8.256","9.171","9.808","10.25","11.95","12.017","12.023"
"ASIA_STAN","STEEL",,,,,,,,,,,,,
"ASIA_STAN","CUSM",,,,,,,,,,,,,
"ASIA_STAN","PAPER",,,,,,,,,,,,,
"ASIA_STAN","CHEM",,,,,,,,,,,,,
"ASIA_STAN","CHEMBULK",,,,,,,,,,,,,
"ASIA_STAN","AACID",,,,,,,,,,,,,
"ASIA_STAN","NACID",,,,,,,,,,,,,
"ASIA_STAN","Losses_Coal",,,,,,,,,,,,,
"ASIA_STAN","Losses_Prod_Oil","21.228","18.281","29.777","26.268","14.044","14.309","13.957","14.444","15.399","15.246","15.11","14.813","14.261"
"ASIA_STAN","Losses_Prod_Conventional_Gas",,,,,,,,,,,,,
"ASIA_STAN","Losses_Prod_Shale_Gas",,,,,,,,,,,,,
"ASIA_STAN","Losses_Distribution_Use",,,,,,,,,,,,,
"ASIA_STAN","End_Use_Transport_LDT_HLF","1.407","0.978","1.118","1.265","1.616","0.892","0.03","0.038","0.056","0.068","0.077","0.083","0.086"
"ASIA_STAN","End_Use_Transport_LDT_LLF","14.515","7.602","8.761","9.579","17.25","20.857","19.442","21.871","23.968","26.585","28.987","30.513","31.445"
"ASIA_STAN","End_Use_Transport_HDT_HLF","2.974","0.404","2.797","2.663","3.841","4.52","0.483","0.623","0.759","0.859","0.954","1.054","1.155"
"ASIA_STAN","End_Use_Transport_HDT_LLF","6.699","3.24","4.793","3.883","2.28","2.922","7.584","8.284","8.878","9.354","9.48","9.36","9.31"
"ASIA_STAN","End_Use_Transport_MC_LLF","0.893","1.62","0.858","1.492","0.016","0.017","0.103","0.119","0.129","0.115","0.092","0.064","0.034"
"ASIA_STAN","End_Use_Transport_AGR_HLF","2.587","1.799","3.532","3.077","2.413","2.395","1.758","1.967","2.125","2.056","1.955","1.842","1.702"
"ASIA_STAN","End_Use_Transport_OFF_HLF","6.543","4.34","2.817","2.899","1.585","3.863","7.271","7.653","8.473","8.772","9.051","8.92","8.617"
"ASIA_STAN","End_Use_Transport_OFF_LLF",,,"0.241","0.194","0.191","0.22","0.241","0.257","0.306","0.278","0.252","0.248","0.24"
"ASIA_STAN","End_Use_Transport_NatGas","6.957","5.279","7.309","8.368","5.501","7.751","4.641","5.955","7.771","9.245","10.787","12.696","14.962"
"ASIA_STAN","End_Use_Transport_Coal",,,,,,,,,,,,,
"ASIA_STAN","Waste_Solid_Municipal",,,,,,,,,,,,,
"ASIA_STAN","Waste_Solid_Industrial",,,,,,,,,,,,,
"ASIA_STAN","Waste_Water_Municipal",,,,,,,,,,,,,
"ASIA_STAN","Waste_Water_Industrial",,,,,,,,,,,,,
"ASIA_STAN","Unattributed","3.281","5.388","4.46","2.734","3.823","3.256","5.371","10.192","11.727","12.668","13.475","13.578","13.645"
"ASIA_STAN","SUM","472.134","343.346","318.531","362.127","421.624","451.598","415.74","453.487","485.251","515.7","553.456","578.863","599.3"
"BRAZ_WHOL","Power_Gen_Coal",,,,,,,,,,,,,
"BRAZ_WHOL","Power_Gen_Coal_Old","1.936","2.548","5.926","5.317","4.49","4.988","2.085","0.471","0.097","0.085","0.088",,
"BRAZ_WHOL","Power_Gen_Coal_New",,,"3.586","2.429","3.279","13.09","17.512","13.137","12.52","11.453","11.236","13.008","14.31"
"BRAZ_WHOL","Power_Gen_Coal_IGCC_CCS",,,,,,,,,,,,,
"BRAZ_WHOL","Power_Gen_HLF","12.075","13.493","14.887","12.692","14.981","23.541","9.108","6.347","6.859","6.569","6.22","5.975","5.736"
"BRAZ_WHOL","Power_Gen_LLF","4.279","5.356","8.257","10.666","11.176","12.729","10.109","9.901","10.621","9.621","8.764","8.41","8.034"
"BRAZ_WHOL","Power_Gen_HLF_CCS",,,,,,,,,,,,,
"BRAZ_WHOL","Power_Gen_NatGas","4.315","4.642","9.817","19.663","26.925","53.042","27.672","19.132","20.855","31.09","39.836","48.436","56.357"
"BRAZ_WHOL","Power_Gen_Bio_Trad",,,,,,,,,,,,,
